1;1
2;2
3;3
4;4
5;5
6;6
7;7
8;8
9;8
10;9
11;10
12;11
13;1
14;2
15;3
16;4
17;5
18;6
19;7
20;8
21;8
22;9
23;10
24;11
25;1
26;2
27;3
28;4
29;5
30;6
31;7
32;8
33;8
34;9
35;10
36;11
37;1
38;2
39;3
40;4
41;5
42;6
43;7
44;8
45;8
46;9
47;10
48;11
49;1
50;2
51;3
52;4
53;5
54;6
55;7
56;8
57;8
58;9
59;10
60;11
61;1
62;2
63;3
64;4
65;5
66;6
67;7
68;8
69;8
70;9
71;10
72;11
73;1
74;2
75;3
76;5
77;4
78;6
79;7
80;8
81;8
82;9
83;10
84;11
85;1
86;2
87;3
88;4
89;5
90;6
91;7
92;8
93;8
94;9
95;10
96;11
97;1
98;2
99;3
100;4
101;5
102;6
103;7
104;8
105;8
106;9
107;10
108;11
109;1
110;2
111;3
112;4
113;5
114;6
115;7
116;8
117;8
118;9
119;10
120;11
121;1
122;2
123;3
124;4
125;5
126;6
127;7
128;8
129;8
130;9
131;10
132;11
133;1
134;2
135;3
136;4
137;5
138;6
139;7
140;8
141;8
142;9
143;10
144;11
145;1
146;2
147;3
148;4
149;5
150;6
151;7
152;8
153;8
154;9
155;10
156;11
157;1
158;2
159;3
160;4
161;5
162;6
163;7
164;8
165;8
166;9
167;10
168;11
169;1
170;2
171;3
172;4
173;5
174;6
175;7
176;8
177;8
178;9
179;10
180;11
181;1
182;2
183;3
184;4
185;5
186;6
187;7
188;8
189;8
190;9
191;10
192;11
193;1
194;2
195;3
196;4
197;5
198;6
199;7
200;8
201;8
202;9
203;10
204;11
205;1
206;2
207;3
208;4
209;5
210;6
211;7
212;8
213;8
214;9
215;10
216;11
217;1
218;2
219;3
220;4
221;5
222;6
223;7
224;8
225;8
226;9
227;10
228;11
229;1
230;2
231;3
232;4
233;5
234;6
235;7
236;8
237;8
238;9
239;10
240;11
241;1
242;2
243;3
244;4
245;5
246;6
247;7
248;8
249;8
250;9
251;10
252;11
253;1
254;2
255;3
256;4
257;5
258;6
259;7
260;8
261;8
262;9
263;10
264;11
265;1
266;2
267;3
268;4
269;5
270;6
271;7
272;8
273;8
274;9
275;10
276;11
277;1
278;2
279;3
280;4
281;5
282;6
283;7
284;8
285;8
286;9
287;10
288;11
